,Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Have you ever had a coworker discuss their or another coworker's mental health with you?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",Do you have medical coverage (private insurance or state-provided) that includes treatment of mental health disorders?,Do you know local or online resources to seek help for a mental health issue?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health disorder to a client or business contact, how has this affected you or the relationship?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health disorder to a coworker or employee, how has this impacted you or the relationship?",Do you believe your productivity is ever affected by a mental health issue?,"If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Was your employer primarily a tech company/organization?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,Would you have been willing to discuss your mental health with your coworkers at previous employers?,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you currently have a mental health disorder?,Have you ever been diagnosed with a mental health disorder?,What disorder(s) have you been diagnosed with?,"If possibly, what disorder(s) do you believe you have?","If so, what disorder(s) were you diagnosed with?",Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when NOT being treated effectively (i.e., when you are experiencing symptoms)?",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up your mental health with a potential employer in an interview?,Are you openly identified at work as a person with a mental health issue?,Has being identified as a person with a mental health issue affected your career?,How has it affected your career?,"If they knew you suffered from a mental health disorder, how do you think that team members/co-workers would react?",Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have you observed or experienced supportive or well handled response to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What is your race?,What country do you work in?,What US state or territory do you work in?,comments
195,False,More than 1000,True,True,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Physical health,No,False,Maybe,False,False,8.0,6.0,,,,,,,,,True,False,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,True,True,8.0,5.0,Don't Know,,,,,Yes,True,Yes,Not applicable to me,Often,Yes,2,No,No,False,,,1,"Yes, I observed","Yes, I experienced",2,28,cis woman,United States of America,New York,White,United States of America,New York,
196,True,,,,,,,,,,,,,,,,,,False,I know some,"No, because it would impact me negatively",,Not applicable to me,No change,Yes,1-25%,True,True,Some did,I was aware of some,None did,Some did,I don't know,Physical health,"No, none of my previous supervisors",False,At some of my previous employers,True,False,8.0,1.0,Yes,Yes,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Anxiety Disorder (Generalized, Social, Phobia, etc), Eating Disorder (Anorexia, Bulimia, etc)",Yes,True,Yes,Rarely,Often,No,6,Maybe,No,False,,,3,No,No,2,30,Female,United States of America,Illinois,White,United States of America,Illinois,"I mentioned anxiety in passing and they were pretty supportive and even offered me some tips based on what works for them. , I think that the industry could offer more resources for mental health support. The industry could also just talk more about it, in order to break stigma."
197,False,More than 1000,False,True,Yes,Yes,Yes,Yes,I don't know,Very easy,Same level of comfort for each,Yes,False,Yes,False,False,8.0,8.0,,,,,,,,,True,True,Some did,N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,True,2.0,5.0,No,,,,,No,False,No,Not applicable to me,Not applicable to me,Maybe,8,No,No,False,,,8,No,No,3,36,Male,United States of America,New York,White,United States of America,New York,"Intimate details that I would never consider sharing with a coworker, I don't really know specifically in the Tech industry, since I work in health care, I feel it is approached in the right way if that makes sense?"
198,False,6-25,True,True,Yes,No,No,No,I don't know,Somewhat difficult,Same level of comfort for each,Maybe,True,Maybe,True,False,5.0,3.0,,,,,,,,,True,True,I don't know,N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,True,"Yes, at all of my previous employers",True,True,5.0,3.0,Yes,Yes,,,Attention Deficit Hyperactivity Disorder,Yes,True,Yes,Sometimes,Often,No,9,Maybe,Yes,True,False,,5,No,No,2,40,Male,United States of America,Kansas,White,United States of America,Kansas,"During my interview I mentioned that I have ADHD and that I consider it well controlled. There was no significant reaction or follow-up as I recall., Have casually mentioned having ADHD on a couple of occasions. Very little reaction., Brief mentions that I have ADHD. Occasionally I thought I picked up on a sense that I was using that as an excuse, but if that attitude was actually present nobody ever said it explicitly., Once a coworker told me about some difficulties he was having that reminded me of some issues I've struggled with and I suggested he get evaluated for ADHD. I don't know if he did., Once a coworker described some issues he was having that reminded me of some things I've dealt with and I suggested he get evaluated for ADHD. I don't know whether he did., We could stop fetishizing unhealthy behaviors that seem productive in the short term."
199,False,100-500,True,True,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,4.0,0.0,,,,,,,,,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,I don't know,False,At some of my previous employers,False,False,1.0,0.0,Don't Know,,,,,No,False,No,Not applicable to me,Not applicable to me,,3,Yes,No,False,,,4,"Yes, I observed",Maybe/Not sure,3,27,Male,United States of America,Illinois,White,United States of America,Illinois,Talk more opening and remove some of the stigma behind it.
200,False,More than 1000,False,True,Yes,No,No,I don't know,I don't know,Very easy,Physical health,Yes,True,Maybe,True,True,3.0,2.0,,,,,,,,,True,False,I don't know,N/A (was not aware),Some did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,3.0,2.0,Yes,Yes,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",Yes,True,Yes,Sometimes,Often,No,8,Maybe,No,False,,,6,Maybe/Not sure,"Yes, I experienced",2,28,female,Norway,,,Norway,,"it was quite casual, my employer found several options for me to consider, but neither of them were satisfactory. he was understanding, and professional. we haven't spoken about it again in about a year, but I haven't felt the need to., i was just talking about my anxiety, they were understanding and kind, and have somewhat helped me., we talked about their anxiety and depression, I hope I were supportive enough, more openness, and that leaders/hr/those in charge learn more about mental health issues, that way they can help spread information and support."
201,False,More than 1000,True,True,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Physical health,Yes,True,Yes,True,True,7.0,7.0,,,,,,,,,True,False,Some did,I was aware of some,Some did,Some did,Sometimes,Same level of comfort for each,Some of my previous supervisors,True,At some of my previous employers,True,True,6.0,8.0,Yes,Yes,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder",Yes,True,Yes,Rarely,Often,No,10,Maybe,Maybe,True,True,8.0,5,"Yes, I experienced","Yes, I experienced",3,34,male,United States of America,Nebraska,White,United States of America,Nebraska,"I've talked a bit with my manager about my neurodivergence (ADHD) and its impacts, and have offered to be a resource on these issues for my team. I'm also a chapter leader in our employee resource group for folks with mental health issues and disorders, I talk about my mental health with co-workers frequently, in my role as a chapter leader for the employee resource group devoted to supporting employees with MHIs and MHDs. Reactions have overall been very positive and affirming, and sometimes curious or in need. , I have sometimes provided support for co-workers struggling with their mental health. They have generally been grateful or appreciative of having someone around who ""gets it."" , I was struggling mightily, pre-diagnosis. I was encouraged by my employer to seek treatment, and provided generous resources for doing so. , My previous career was not necessarily in tech, and was very supportive of mental health, in general. My co-workers and I discussed it extensively, and were very supportive of one another., See above. =), Part of my mental health history included an anxious/depressive crash, which was handled very poorly by me, but also by some supervisors and leaders. There was a strong sense of questioning my fitness for that career, which contributed to a shift in career. The failure of leadership to provide meaningful help in that case was very distressing. , More awareness, more acceptance. More understanding of how some MHIs and MHDs can be competitive advantages, and how building products that support folks with the above can ALSO be a competitive advantage. , I hope that your work will start to include some of the conversation around neurodiversity, and that we can build more bridges around those ideas!"
202,False,6-25,True,True,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Same level of comfort for each,Yes,True,Yes,True,True,9.0,10.0,,,,,,,,,True,False,"Yes, they all did","Yes, I was aware of all of them","Yes, they all did","Yes, they all did",I don't know,Physical health,Some of my previous supervisors,True,"No, at none of my previous employers",False,False,10.0,8.0,Yes,Yes,,,Attention Deficit Hyperactivity Disorder,Don't Know,True,I don't know,Sometimes,Often,No,10,Maybe,Maybe,False,,,10,"Yes, I observed","Yes, I experienced",4,34,Male,United States of America,Texas,White,United States of America,Texas,"They are very supportive and my direct supervisor has shared some of his own struggles, I have mostly spoken about my own struggle with ADHD, Another co-worker asked me about how a medication I take has worked for me. They were really seeking advice., Disclosed my ADHD, Mostly gossip. People still want to stigmatize mental illness., I think in my segment of the industry, more of us have had problems or continue to suffer from mental illness. I think the fact that the other people that you work with have dealt with their own issues, the general high intelligence level and the openness to learn helps, Recognizing, sharing and getting actively treated my several great mental health professionals for my ADHD has been life changing. It has helped me to really be who I want to be more consistently. I would not be where I am today if I did not seek help. Stigma around ADHD and mental health in general really angers me and I think it needs to end. I think it is a huge problem for us men."
203,True,,,,,,,,,,,,,,,,,,True,"Yes, I know several","Sometimes, if it comes up",I'm not sure,"Sometimes, if it comes up",I'm not sure,Yes,76-100%,True,False,"Yes, they all did","Yes, I was aware of all of them",None did,None did,"Yes, always",Physical health,Some of my previous supervisors,True,"No, at none of my previous employers",True,False,9.0,5.0,Yes,Yes,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Anxiety Disorder (Generalized, Social, Phobia, etc)",Yes,True,Yes,Sometimes,Often,No,10,Maybe,No,False,,,4,Maybe/Not sure,No,3,34,Female,United States of America,Minnesota,White,United States of America,Minnesota,"Forced to talk to them about it as I had to occasionally be out. Implemented FMLA. Forced to speak more about it as I had to take an extended leave that then resulted in leaving/losing my job,, My manager was somewhat supportive. She wanted to be accommodating but the position didn’t allow for it. She was left having to be the bad guy in enforcing company rules and policies."
204,False,100-500,True,False,Yes,Yes,No,Yes,I don't know,I don't know,Physical health,Maybe,True,Maybe,True,True,6.0,1.0,,,,,,,,,True,False,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,True,At some of my previous employers,True,False,1.0,1.0,Yes,Yes,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Anxiety Disorder (Generalized, Social, Phobia, etc), Substance Use Disorder",Yes,True,Yes,Sometimes,Often,Yes,9,Maybe,No,True,True,8.0,3,"Yes, I observed","Yes, I experienced",1,27,Female,United States of America,Georgia,White,United States of America,Georgia,"I opened up to my new direct report after two years of hiding about my mental health disorders with my previous boss. I told my knew direct report that I am diagnosed with generalized anxiety disorder, social anxiety and depression. I wanted to make him aware because I focus so much on hiding it that impairs me and makes me less engaged at work and instead I am accepting, acknowledging and sharing with him because it is very real. I also asked if we could do a 5 min mental health check in on our 1 on 1 weekly to hold myself accountable. He thought it was a great idea but rather we do it separately from our 1 on 1 to give me 15 min rather than 5. It helped me so much just by breaking the silence., I opened up about anxiety and shared that I do a mental health check in weekly with my direct report. People closer in my rank were supportive and excited., Once I was open with my struggles, others opened up to me. I have coworkers tell me about their past struggles with suicidal thoughts, depression and dealing with people dying by suicide close to them. I listened, supported and when necessary encouraged them to seek counseling or other professional help., I had a mental health break down while I was working at my previous employer (food and beverage). I told them I was quitting and instead said I could take the time I needed and come back when I was ready. , I talked about my substance use disorder, depression, and anxiety., Judging and talking behind my back, not thinking I am able to handle a task because of it, The industry can discuss mental health - have conversations and end stigma. Also, boundaries need to be set in tech industries from the first interview. A job description with distinct responsibilities and roles should be a must. Pay should be respectful. The bullying and gossiping must stop. , Sexism in the tech industry is real. This affects mental health and should be address. "
205,False,More than 1000,True,False,Yes,Yes,No,No,Yes,Neither easy nor difficult,Same level of comfort for each,Maybe,False,Maybe,True,True,5.0,3.0,,,,,,,,,False,,,,,,,,,,,,,,,Possibly,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",,Yes,True,Yes,Sometimes,Sometimes,Yes,5,No,No,False,,,7,Maybe/Not sure,Maybe/Not sure,3,44,female,United States of America,Maryland,White,United States of America,Maryland,"
, 
, 
, 
"
206,False,100-500,False,True,No,No,No,No,I don't know,Neither easy nor difficult,Physical health,No,True,No,True,False,8.0,5.0,,,,,,,,,True,False,Some did,I was aware of some,None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,8.0,5.0,Yes,Yes,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Obsessive-Compulsive Disorder, Psychotic Disorder (Schizophrenia, Schizoaffective, etc)",Possibly,True,I don't know,Rarely,Often,No,7,Yes,Yes,True,False,,5,No,No,2,36,Male,Mexico,,,Mexico,,"I told him I was suffering depression. It seem that he understand this situation and he just told me that if I needed help, just ask him, I told them that I was suffering depression and they told me to just not worry about it, Not treating us as coding machines and put worker's health before market trends, I think is fine"
