,Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Have you ever had a coworker discuss their or another coworker's mental health with you?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",Do you have medical coverage (private insurance or state-provided) that includes treatment of mental health disorders?,Do you know local or online resources to seek help for a mental health issue?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health disorder to a client or business contact, how has this affected you or the relationship?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health disorder to a coworker or employee, how has this impacted you or the relationship?",Do you believe your productivity is ever affected by a mental health issue?,"If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Was your employer primarily a tech company/organization?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,Would you have been willing to discuss your mental health with your coworkers at previous employers?,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you currently have a mental health disorder?,Have you ever been diagnosed with a mental health disorder?,Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when NOT being treated effectively (i.e., when you are experiencing symptoms)?",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up your mental health with a potential employer in an interview?,Are you openly identified at work as a person with a mental health issue?,Has being identified as a person with a mental health issue affected your career?,How has it affected your career?,"If they knew you suffered from a mental health disorder, how do you think that team members/co-workers would react?",Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have you observed or experienced supportive or well handled response to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What is your race?,What country do you work in?,What US state or territory do you work in?,What disorder(s) have you been diagnosed with?,"If possibly, what disorder(s) do you believe you have?","If so, what disorder(s) were you diagnosed with?",comments
228,0,More than 1000,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,0.0,Maybe,0.0,1.0,8.0,6.0,,,,,,,,,1,0.0,"Yes, they all did","Yes, I was aware of all of them",None did,"Yes, they all did","Yes, always",Physical health,"Yes, all of my previous supervisors",1.0,At some of my previous employers,1.0,0.0,3.0,3.0,Yes,Yes,Yes,1,Yes,Rarely,Often,Yes,8,No,No,0,,,3,"Yes, I observed",No,1,45,Female,United States of America,California,More than one of the above,United States of America,California,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)","They speculated about why another coworker would need to take time off; it wasn't a positive conversation. , My previous employer was much more understanding and accepting of mental illness, as they were bipolar themselves. , A coworker was threatening self-harm in her office; the campus police were called in; she was removed, and then dismissed. She became the subject of rumors and gossip, and eventually left. , Stop lionizing and promoting manic episodes as normal or desirable methods of producing work. The culture doesn't allow for enough self-care — when you have to work 12+ hour days, then respond outside office hours to emails/IMs, it's difficult to build in enough time to sleep enough, or take breaks for meals, or exercise, or meditate. The glorification of people who spend their entire lives working in a frenzied trance state is extremely difficult to live up to, and a potential trigger for mania. "
229,0,500-1000,1.0,1.0,No,Yes,No,No,I don't know,Difficult,Physical health,No,0.0,Maybe,0.0,0.0,7.0,6.0,,,,,,,,,1,1.0,Some did,"Yes, I was aware of all of them",None did,None did,I don't know,Physical health,Some of my previous supervisors,1.0,At some of my previous employers,1.0,1.0,8.0,6.0,Yes,Yes,Yes,1,Yes,Rarely,Often,Yes,8,No,No,0,,,4,"Yes, I experienced",No,2,31,female,Germany,,,Germany,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Substance Use Disorder, Addictive Disorder","Once i chose to confide in a manager about my battle with major depression and recovery from addiction/alcoholism. They later threw it in my face when I decided to quit and used my past honesty to insult me., I became close enough to consider some of my past coworkers friends. I was able to open up to them about medications I was taking, seeing a therapist, and the struggles I was going through. These friends were very supportive, some ended up asking for advice about getting their own therapy. It was really a relief to have people I could trust and be honest with at work, if I was feeling extra bad on some days., One coworker used to tell me about his experiences with anxiety-- we considered each others friends by this time. Another former manager who moved into another department opened up about his recovery from addiction, which allowed me to speak to him about my own experience. It was helpful to have someone at work who could understand me in that regard., One manager at a previous job opened up to me about being in recovery from alcoholism/addiction, and so I opened up to them about it. Unfortunately, this first manager moved into another department and I got a new manager. I decided to be open with the new manager both about my recovery status and having major depression. At first they were supportive. Then, when I decided to quit, they said a lot of extremely hurtful things including calling me lazy, saying that I wanted people to hold my hand, and many condescending comments such as ""Are you sure you should really quit your job right now with your 'condition'?"" all which essentially resulted in gaslighting, since they tried to refute every reason I listed for quitting by saying it was all my fault., State explicit support for taking sick days for mental health issues. State explicit support for employees who are dealing with mental health issues and say that they are just as important as physical health issues. Offer health insurance plans that subsidize or cover mental health. Be more aware of addiction/alcoholism recovery and be more sensitive/sensible with work events., In germany at least, compared to the USA, doctors notes are extremely respected and must be accepted for days off. The employer never knows the reason for the doctor's note and they can't force employees to work. I used to live in the USA and always had a hard time getting sick days at all, and worrying about the reason was a major source of stress. It's at least easier to take mental health days discreetly in Germany, which adds a lot of comfort to my life."
230,0,100-500,1.0,0.0,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Physical health,Maybe,0.0,Yes,1.0,1.0,6.0,8.0,,,,,,,,,1,0.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,I don't know,0.0,At some of my previous employers,1.0,1.0,2.0,2.0,Yes,Yes,Possibly,1,Yes,Sometimes,Not applicable to me,No,5,Maybe,No,0,,,8,Maybe/Not sure,"Yes, I observed",3,34,Female,United States of America,Illinois,White,United States of America,Illinois,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)","Telling a few coworkers that I saw a therapist, both to break down stigma and to help encourage them to get some support surrounding mental health. One coworker had a lot of questions. Another said they wanted to go to therapy, but the cost was prohibitive & didn’t seem to want to look into subsidized/sliding scale options. "
231,0,100-500,1.0,1.0,No,No,No,No,I don't know,Difficult,Physical health,No,1.0,No,0.0,0.0,0.0,0.0,,,,,,,,,1,1.0,"Yes, they all did","Yes, I was aware of all of them","Yes, they all did","Yes, they all did","Yes, always",Same level of comfort for each,Some of my previous supervisors,0.0,At some of my previous employers,1.0,0.0,10.0,10.0,Possibly,,Don't Know,1,Yes,Rarely,Often,,7,No,No,0,,,3,"Yes, I experienced","Yes, I experienced",2,30,Male,United States of America,New York,More than one of the above,United States of America,New York,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Attention Deficit Hyperactivity Disorder, Personality Disorder (Borderline, Antisocial, Paranoid, etc), Stress Response Syndromes",,"I was starting to have panic attacks daily due to the stressors I was seeing at work. My manager disregarded my concerns until I had to go to the ER because I thought I was having a heart attack, and had me take a day off that generously ""didn't count towards my PTO."" I had roughly 5 meetings with him describing what was going on, and that I needed help, but none was offered. I've submitted my notice at this role, and found that there are no mental health policies put into place, nor coverage., I was feeling a bit overwhelmed with new responsibilities, and they directed me to OSMI. They also advised me to talk to my HR team directly, as they had partnered with Cognitive Behavioral Therapists and I could have taken sessions if I found it to get worse., My manager basically told me that I'm acting very naive and immature, and that all management roles are stressful, that I just need to man up., Talk about it early and often, as part of company meetings, normalize conversations around mental health. Describe the process end to end what it would look like to ask for help., No"
232,0,More than 1000,1.0,1.0,Yes,Yes,No,No,I don't know,Somewhat easy,Physical health,No,1.0,Maybe,0.0,0.0,7.0,2.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),None did,Some did,I don't know,Physical health,"No, none of my previous supervisors",0.0,At some of my previous employers,0.0,0.0,0.0,0.0,Yes,Yes,Possibly,1,I don't know,Rarely,Often,,8,No,No,0,,,6,No,No,2,33,Trans woman,United States of America,California,White,United States of America,California,,,"Mood Disorder (Depression, Bipolar Disorder, etc)","I told my manager I was starting antidepressants. He seemed surprised and concerned, and asked if there was anything he could do. Was very understanding that I might need to work from home or take more sick days., It's not discussed very much. Additionally, the tech industry as a whole is ripe with potential to exacerbate issues for minority workers."
233,0,26-100,1.0,1.0,I don't know,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Maybe,0.0,Maybe,1.0,1.0,7.0,7.0,,,,,,,,,1,1.0,"No, none did",N/A (none offered),Some did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,7.0,7.0,Don't Know,,Possibly,0,Yes,Not applicable to me,Not applicable to me,No,5,No,No,0,,,7,No,"Yes, I observed",3,32,Male,New Zealand,,,United States of America,Florida,,,,"I have talked casually about burnout, anxiety and depression with my coworkers. They have generally reacted positively., I have had coworkers mention struggling with depressive episodes. And other coworkers mention issues with insomnia., Normalizing more healthy work habits. Too many employers talk positively about mental health but still promote unhealthy work hours and habits"
234,0,500-1000,0.0,1.0,I don't know,No,No,Yes,I don't know,I don't know,Physical health,No,0.0,No,0.0,0.0,9.0,3.0,,,,,,,,,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,5.0,0.0,Possibly,,No,0,I don't know,Not applicable to me,Not applicable to me,No,6,Yes,No,0,,,4,Maybe/Not sure,No,2,28,female,United States of America,Illinois,White,United States of America,Illinois,,"Mood Disorder (Depression, Bipolar Disorder, etc)",,Promote mental health more and allow employees to take mental health days. Allow much more PTO or a generous work from home policy. Let people step away from the stresses of work more frequently to improve their mental health.
235,0,6-25,1.0,1.0,No,Yes,No,No,I don't know,Somewhat easy,Physical health,No,1.0,Yes,1.0,0.0,5.0,2.0,,,,,,,,,1,1.0,Some did,I was aware of some,None did,Some did,No,Physical health,Some of my previous supervisors,1.0,At some of my previous employers,1.0,0.0,7.0,2.0,No,,Yes,1,Yes,Rarely,Often,Yes,10,Yes,Maybe,0,,,3,"Yes, I experienced",No,1,28,Male,United States of America,Illinois,More than one of the above,United States of America,Illinois,,,,"I had mentioned to my employer that I have depression and that it can sometimes impact my performance. They said they understood, and then told me that the ""solution"" was simply to start maintaining a schedule and then the depression would go away..., I've spoken to coworkers about depression in a broad sense and mentioned that I have depression, and the response was (pretty much), ""Yeah, that doesn't surprise me"", At a previous company, I had a co-worker who was a bully to me and who would berate me and undermine me in all of our meetings. I had brought this up both to the co-worker and to my manager, but my manager dismissed it because my co-worker was a woman. I brought the issue up to HR and they told me that the company will pay for up to 3 sessions with a counselor if I felt I needed it. I did use the 3 sessions, but I later found out that my manager had told my team that I had started going to therapy. I left the company shortly afterwards., I've spoken to co-workers who did not work on the same team as I did. I would even call these co-workers friends. When speaking to them about my depression, they seemed to be understanding and empathetic to my situation., I have mentioned my depression to co-workers, and one of my colleagues said, ""Suck it up, buttercup"", For starters, be aware of what mental health entails/encompasses. Learn how it is that an employer can help, or support someone with mental health issues. Finally, be understanding/endorsing of ""mental health days"". My brain is my toolbox as a software engineer, sometimes I need a day just to polish the rust off., It might be interesting to ask, ""Does your company allow for sick days to be used for 'Mental Health Days'?"""
236,0,500-1000,1.0,1.0,Yes,Yes,No,I don't know,Yes,Neither easy nor difficult,Physical health,No,0.0,Yes,0.0,0.0,7.0,4.0,,,,,,,,,1,1.0,Some did,"No, I only became aware later",None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"Yes, at all of my previous employers",1.0,1.0,6.0,4.0,Yes,Yes,Possibly,1,Yes,Rarely,Often,No,9,Maybe,Maybe,0,,,3,No,No,2,33,Male,United States of America,Illinois,White,United States of America,Illinois,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder","Discussed having a therapist and general mental health, Having a therapist and general mental health"
237,0,100-500,1.0,1.0,Yes,Yes,Yes,No,Yes,Very easy,Same level of comfort for each,No,1.0,Yes,0.0,1.0,7.0,6.0,,,,,,,,,1,0.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,2.0,0.0,Possibly,,Don't Know,1,I don't know,Rarely,Sometimes,No,6,No,No,0,,,6,Maybe/Not sure,"Yes, I observed",3,28,Female,United States of America,Illinois,Asian,United States of America,Illinois,,Stress Response Syndromes,,"I talked with my direct manager about anxiety and stress that I was experiencing. They suggested I see a therapist., My coworker has been very open about their current mental health issues, and talks about things they discover in therapy, The industry encourages long hours, an unhealthy work/life balance, and perfection. Having time off and encouraging taking time off for employees would be a step in the right direction - it might lead to temporary losses (1 less person to work on a project), but would be beneficial for all parties involved in the long run."
238,0,100-500,1.0,1.0,I don't know,No,No,No,I don't know,I don't know,Physical health,Maybe,1.0,Maybe,1.0,0.0,5.0,0.0,,,,,,,,,1,1.0,Some did,I was aware of some,None did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,1.0,At some of my previous employers,1.0,0.0,5.0,3.0,Yes,No,,1,Yes,Not applicable to me,Often,,9,Maybe,No,0,,,5,"Yes, I experienced",Maybe/Not sure,1,28,Female,United States of America,California,White,United States of America,California,,,,"Discussed burnout which is a combination of mostly anxiety and physical symptoms like severe back pain and increased heart rate and trouble sleeping. The stress was all related to incompetent management and political games that prevented me from moving to a better team within the organization. When I discussed issues with managers and requested moving to another team, they refused. After numerous conversations with HR I finally got a new manager but this did not resolve other incompetencies with management and the business strategy. I was told I could ask a dr for a note to use my sick time to recover. I was not given the option to take medical leave or short term disability for the back pain that was so severe I couldn’t stand up straight one day, and had to go home early several times. Eventually the back pain got bad enough I decided to quit the job and be unemployed rather than continue to suffer. , I talked with nearly every team member who asked about my back pain, some of them I told about the burnout and that it was all work related. I didn’t go into much more detail than that but people either seemed surprised for the reason I was leaving the company or they seemed to understand because they felt the same., I discussed depression related to an emotionally abusive relationship. They allowed me to leave work early to make it to therapy sessions. , I talked about dealing with depression from loss of a pet as well as an emotionally abusive relationship and then Trump being elected., When I discussed my anxiety and burnout the situation was left unchanged for so long that things just got worse to the point I had to quit , Tell employees what their plans cover for mental health. Cover psychotherapy session out of pocket costs when insurance does not fully cover. Getting the right therapist that’s also covered under insurance is almost impossible. Most of the times the good ones don’t accept insurance so I had to pay out of pocket, I used up most of my flexible spending account with this but if I didn’t have that I would have been in trouble., There seems to be an epidemic of narcissistic personality disorder, not sure if that’s a Bay Area or a tech industry or a startup culture thing. But I’ve had multiple managers whose behaviors fall on the spectrum of this disorder and interfere with mental health of team members as a result of emotionally abusive behaviors such as gaslighting, triangulation, public humiliation, lack of accountability/responsibility (blaming others), silent treatment, withholding information, etc."
