,Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Have you ever had a coworker discuss their or another coworker's mental health with you?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",Do you have medical coverage (private insurance or state-provided) that includes treatment of mental health disorders?,Do you know local or online resources to seek help for a mental health issue?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health disorder to a client or business contact, how has this affected you or the relationship?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health disorder to a coworker or employee, how has this impacted you or the relationship?",Do you believe your productivity is ever affected by a mental health issue?,"If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Was your employer primarily a tech company/organization?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,Would you have been willing to discuss your mental health with your coworkers at previous employers?,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you currently have a mental health disorder?,Have you ever been diagnosed with a mental health disorder?,Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when NOT being treated effectively (i.e., when you are experiencing symptoms)?",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up your mental health with a potential employer in an interview?,Are you openly identified at work as a person with a mental health issue?,Has being identified as a person with a mental health issue affected your career?,How has it affected your career?,"If they knew you suffered from a mental health disorder, how do you think that your team members/co-workers would react?",Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have you observed or experienced a supportive or well handled response to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What is your race?,What country do you work in?,What US state or territory do you work in?,What disorder(s) have you been diagnosed with?,"If possibly, what disorder(s) do you believe you have?","If so, what disorder(s) were you diagnosed with?",comments
482,0,100-500,1.0,1.0,I don't know,No,No,I don't know,I don't know,Difficult,Physical health,No,0.0,No,0.0,0.0,4.0,3.0,,,,,,,,,1,1.0,Some did,"No, I only became aware later",Some did,Some did,I don't know,Physical health,Some of my previous supervisors,0.0,"No, at none of my previous employers",0.0,0.0,7.0,7.0,Possibly,,Possibly,0,I don't know,Rarely,Often,No,3,Maybe,Maybe,0.0,,,2.0,"Yes, I observed",Maybe/Not sure,2.0,22.0,Male,United States of America,California,White,United States of America,California,,"Mood Disorder (Depression, Bipolar Disorder, etc)",,
483,0,100-500,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,7.0,8.0,,,,,,,,,1,1.0,Some did,I was aware of some,None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,3.0,1.0,Yes,Yes,Yes,1,Yes,Sometimes,Often,No,7,No,No,1.0,0.0,,6.0,No,"Yes, I observed",2.0,32.0,female,United States of America,Michigan,White,United States of America,Michigan,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Eating Disorder (Anorexia, Bulimia, etc)","I've discussed both my depression and anxiety with my boss. He is kind and supportive, does not pry or ask inappropriate questions (e.g. I can share as much as I want to but don't feel compelled to share more), and doesn't try to ""fix"" the problem for me. He and the company accommodate my needs with remote work flexibility, ability to use sick time for mental health reasons, paid ""emergency leave"" available for mental health crises, etc., We have a #mental-health channel in Slack which we use to discuss mental health issues, including personal situations and challenges. I've had many conversations with my coworkers about mental health, including my own, and always feel very comfortable and supportive., See above."
484,0,6-25,1.0,0.0,I don't know,No,No,No,No,Somewhat easy,Physical health,No,0.0,Maybe,0.0,0.0,5.0,3.0,,,,,,,,,1,1.0,"No, none did",N/A (none offered),None did,None did,No,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,8.0,3.0,Yes,Yes,Yes,1,Yes,Sometimes,Often,Maybe,1,Maybe,No,0.0,,,4.0,"Yes, I observed",Maybe/Not sure,4.0,30.0,female,United States of America,Illinois,White,United States of America,Illinois,,,"Mood Disorder (Depression, Bipolar Disorder, etc)","mostly offhand comments about others being ""crazy,"" acting like a drug addict, ""going postal"" etc unsupportive / negative views of mental health., acknowledging there are many people drawn to tech for many reasons, some of them include mental and physical health reasons. knowing there are friends, coworkers, and superiors who might struggle can humanize the issues."
485,0,100-500,1.0,1.0,Yes,No,No,No,I don't know,Neither easy nor difficult,Physical health,No,0.0,No,0.0,0.0,7.0,4.0,,,,,,,,,1,0.0,Some did,I was aware of some,None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,"Yes, at all of my previous employers",0.0,1.0,10.0,0.0,Yes,Yes,Yes,1,Yes,Sometimes,Often,Yes,10,Maybe,No,0.0,,,7.0,"Yes, I experienced",No,1.0,31.0,sometimes,United States of America,Washington,White,United States of America,Washington,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Obsessive-Compulsive Disorder, Post-traumatic Stress Disorder","A coworker's mental health was discussed in a negative light, I told my supervisor that my case load was too high, that the anxiety was triggering my panic attack disorder and I was throwing up every day before work. Nothing happened. My former supervisor was having similar issues and I watched the CEO freeze her out of management until she had to go on permanent medical leave. , Talk about it."
486,0,100-500,1.0,1.0,Yes,Yes,I don't know,Yes,Yes,Very easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,7.0,5.0,,,,,,,,,1,0.0,I don't know,N/A (was not aware),I don't know,None did,I don't know,Physical health,"Yes, all of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,9.0,5.0,Yes,Yes,Yes,1,No,Rarely,Often,Maybe,7,No,No,0.0,,,5.0,No,No,3.0,36.0,M,United States of America,New Jersey,White,United States of America,New Jersey,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)","My depression and anxiety make it hard for me at times to deal with certain workplace situations.  I spoke with my direct supervisor to let him know the situation I was in.  He responded positively asked how he could help.   He made it easy for me to make all appointments with my therapist whether that meant I have to arrive late or leave work early., I recognized that there was a co-worker who might have similar issues to me.  So I opened up about my issues and they shared so I could offer help., It is frequently discussed that engineers are a ""certain type"".  From that perspective I think more prevalence of mental health resources when discussing health plans would make a lot of difference."
487,0,100-500,1.0,1.0,Yes,Yes,No,I don't know,Yes,Somewhat easy,Same level of comfort for each,Maybe,1.0,Yes,1.0,1.0,5.0,3.0,,,,,,,,,1,1.0,Some did,N/A (was not aware),None did,Some did,No,Physical health,Some of my previous supervisors,1.0,At some of my previous employers,0.0,0.0,7.0,2.0,Yes,Yes,Yes,1,Yes,Sometimes,Often,No,10,Maybe,No,0.0,,,7.0,"Yes, I experienced","Yes, I experienced",1.0,32.0,Male,United States of America,Illinois,White,United States of America,Illinois,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Eating Disorder (Anorexia, Bulimia, etc), Attention Deficit Hyperactivity Disorder, Post-traumatic Stress Disorder, Substance Use Disorder","Once I established a healthy relationship with my immediate manager, I was able to sense that they themselves had dealt with mental health issues of their own in the past and thus were sensitive and very supportive in helping me manage and navigate my own struggle insofar as it pertained to the professional working environment., Conversations around my issues were generally
things that came up outside of the office, or
explanations for reasons why certain things were
happening, or why I needed to take leave, etc.
Their reactions were either positive in the sense that they could relate to them, or at worst neutral,
in that while they couldn't relate, they offered their support and general understanding., I frequently have conversations about mental health issues with a handful of coworkers including people whom I report directly to.  Often it a two-way supportive conversation, be it affirmation that what they're experiencing is normal or to be expected, or in some cases offering recommendations on how to handle things (e.g. seeing a therapist, psychiatrist, etc.), During a bout of severe depression, I told my direct manager that I felt my performance was suffering and the job was causing me undue stress. They were receptive and made some attempts to alleviate the stress that was agitating the depression. They also offered some information and guidance on who to speak to in HR, Talk about it. Treat it like any other form of illness or disability. Encourage open discussions or support groups. Give as much exposure to mental health issues that are covered by benefits as you would to any other disability or sickness., I'd just like to thank you for doing this. I've been suffering from PTSD for the majority of my life and it has affected so many aspects both in and outside of the workplace."
488,0,6-25,1.0,1.0,Yes,Yes,No,No,I don't know,Somewhat easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,10.0,10.0,,,,,,,,,1,1.0,Some did,I was aware of some,Some did,Some did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,1.0,1.0,10.0,8.0,Yes,Yes,Yes,1,Yes,Sometimes,Often,Maybe,7,Maybe,No,1.0,0.0,,10.0,Maybe/Not sure,Maybe/Not sure,2.0,37.0,Female,United States of America,California,White,United States of America,California,,,Gender Dysphoria,"On numerous occasions I have been unable to complete tasks in the time expected because of depression or dysphoria related problems. In all cases I've been granted as much time as needed to complete the tasks when I was able to., I have frequently had conversations with teammates about depression, as well as my gender dysphoria. Everyone has always been understanding, and we've always had respect for each others problems., One of my co-workers started having anxiety attacks related to some interpersonal issues we were having in the office, and she trusted me to talk about the symptoms and to help her find solutions."
489,0,6-25,0.0,1.0,I don't know,No,No,No,Yes,Somewhat difficult,Physical health,Maybe,0.0,No,0.0,0.0,8.0,7.0,,,,,,,,,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,"No, at none of my previous employers",0.0,0.0,8.0,6.0,Possibly,,Yes,1,I don't know,Rarely,Rarely,No,5,Yes,Maybe,0.0,,,5.0,Maybe/Not sure,"Yes, I observed",3.0,29.0,Male,United States of America,Tennessee,White,United States of America,Tennessee,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder",,
490,0,26-100,1.0,1.0,Yes,Yes,No,No,I don't know,Somewhat easy,Physical health,No,0.0,No,1.0,0.0,3.0,5.0,,,,,,,,,1,0.0,Some did,"Yes, I was aware of all of them",None did,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",1.0,0.0,8.0,7.0,Yes,Yes,No,1,I don't know,Rarely,Often,Yes,8,Maybe,No,0.0,,,3.0,No,"Yes, I observed",3.0,31.0,Female,United States of America,California,More than one of the above,United States of America,California,,,Attention Deficit Hyperactivity Disorder,"I only discussed with one person, because she was a supportive and positive person in general., Their reaction was supportive. I would only share with coworkers I trust., I don't know"
491,0,100-500,1.0,1.0,Yes,Yes,No,Yes,I don't know,Neither easy nor difficult,Physical health,Maybe,0.0,Maybe,1.0,1.0,5.0,5.0,,,,,,,,,1,1.0,Some did,I was aware of some,Some did,Some did,Sometimes,Physical health,Some of my previous supervisors,0.0,"No, at none of my previous employers",0.0,0.0,5.0,5.0,Yes,Yes,Yes,1,Yes,Not applicable to me,Sometimes,No,8,Maybe,No,1.0,1.0,4.0,6.0,No,"Yes, I observed",3.0,39.0,Male,United States of America,Illinois,White,United States of America,Illinois,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)","I've shared that I struggle with depression. As a manager I feel it is incumbent upon myself to set an example for my employees that it is OK / normal, in order to break the stigma., A direct report of mine has spoken to me about her mental health issues. She has not shared extensive details, but I am generally aware of when things are especially challenging for her outside of work, and am able to take that into account as it affects her work., I'm seeing a trend in the right direction of open conversation about it, but only in small pockets of the industry. It needs to be normalized more widely. The biggest challenge is the stigma. Even places that offer mental health care as a benefit don't do a great job of communicating it because it seems to be a taboo subject., I had a hard time answering whether or not my mental health issues (and awareness thereof) have affected my career. I don't really have a way to measure that or know for sure if it has."
492,0,100-500,0.0,1.0,I don't know,No,Yes,Yes,No,Neither easy nor difficult,Physical health,Yes,0.0,Maybe,0.0,0.0,7.0,8.0,,,,,,,,,1,0.0,"No, none did",N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,I don't know,0.0,At some of my previous employers,0.0,0.0,6.0,7.0,Don't Know,,No,0,Yes,Sometimes,Often,,8,Maybe,No,0.0,,,4.0,Maybe/Not sure,Maybe/Not sure,2.0,36.0,Male,Japan,,,Japan,,,,,
493,1,,,,,,,,,,,,,,,,,,1.0,"Yes, I know several","No, because it would impact me negatively",,"Sometimes, if it comes up",Positively,Yes,26-50%,1,1.0,Some did,"Yes, I was aware of all of them",None did,None did,No,Physical health,"No, none of my previous supervisors",0.0,At some of my previous employers,1.0,1.0,3.0,0.0,Yes,Yes,Yes,1,I don't know,Rarely,Often,No,10,No,No,0.0,,,3.0,"Yes, I experienced",No,2.0,27.0,,United States of America,Illinois,White,United States of America,Illinois,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Stress Response Syndromes",I was terminated. 
494,0,More than 1000,1.0,1.0,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,Physical health,No,0.0,Maybe,1.0,0.0,7.0,5.0,,,,,,,,,1,1.0,"No, none did",N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,1.0,0.0,8.0,6.0,No,,No,0,No,Sometimes,Rarely,No,6,Maybe,No,0.0,,,5.0,No,"Yes, I observed",2.0,38.0,Male,United Kingdom,,,United Kingdom,,,,,It was mostly due to issues arising from politics 
495,1,,,,,,,,,,,,,,,,,,0.0,"Yes, I know several","No, because it would impact me negatively",I'm not sure,"No, because it would impact me negatively",No change,Yes,1-25%,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,4.0,4.0,Yes,Yes,Don't Know,1,Yes,Sometimes,Often,Yes,4,Yes,No,0.0,,,4.0,Maybe/Not sure,Maybe/Not sure,3.0,37.0,male,United States of America,Pennsylvania,White,United States of America,Pennsylvania,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",
496,0,100-500,1.0,1.0,Yes,No,Yes,Yes,Yes,Somewhat easy,Same level of comfort for each,Maybe,0.0,Yes,1.0,1.0,9.0,9.0,,,,,,,,,1,1.0,Some did,I was aware of some,None did,Some did,"Yes, always",Same level of comfort for each,I don't know,0.0,"No, at none of my previous employers",0.0,0.0,10.0,7.0,No,,Yes,1,No,Rarely,Sometimes,No,7,No,No,0.0,,,5.0,No,Maybe/Not sure,4.0,33.0,female,United States of America,Illinois,White,United States of America,Illinois,,,,"I talk occasionally about my direct reports about how therapy has benefited me, and how it might help them, if they bring up a mental health issue that seems like therapy could help.  A number of them went on to begin therapy, and they tell me about their progress occasionally., I've had coworkers tell me about their experiences with depression, anxiety, suicidal thoughts, bipolar disorder, and other issues., Continue working to destigmatize it., I'm really happy that you're doing this research, but I struggled with a few of the questions.  In my experience, I've seen people be very open about more common disorders, like anxiety and depression.  I've struggled with both at different points throughout my life, and it didn't seem like that big of a deal.  However, I've met a number of people in tech who deal with more complex and challenging issues, like bipolar disorder, which seems like a completely different thing to me, both in how it affects the person who has it, and how society reacts to it.  It's hard to clump them all together."
497,0,6-25,1.0,1.0,No,No,I don't know,No,I don't know,Neither easy nor difficult,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,8.0,8.0,,,,,,,,,1,0.0,"No, none did",N/A (none offered),None did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,0.0,At some of my previous employers,1.0,1.0,9.0,7.0,Possibly,,Possibly,0,I don't know,Sometimes,Often,No,8,Maybe,Maybe,0.0,,,9.0,Maybe/Not sure,"Yes, I experienced",2.0,38.0,Male,Turkey,,,Turkey,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",,
498,0,100-500,1.0,1.0,Yes,No,Yes,I don't know,I don't know,Neither easy nor difficult,Same level of comfort for each,Yes,0.0,Yes,1.0,1.0,5.0,5.0,,,,,,,,,1,0.0,"No, none did",N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,5.0,5.0,Possibly,,Yes,1,Yes,Sometimes,Often,No,5,Maybe,No,0.0,,,10.0,No,"Yes, I observed",4.0,36.0,female (cisgender),United States of America,Illinois,White,United States of America,Illinois,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder",,"I've had several conversations about what it's like to be a leader who has panic attacks at work and what strategies I use to deal with those panic attacks. My colleagues are very supportive., Lots of colleagues have spoken openly to me about anxiety. A few talk to me about depression. We work in a supportive environment, and I'm a leader with a background (degree) in Psych, so folks feel ok talking to me., Make it easier to find out benefits related info (like  copays that apply to MH visits, etc.) or make a central resource of ""Here are some great mental health locations folks have recommended in the past if you're thinking of looking."""
499,0,100-500,1.0,1.0,No,,No,No,I don't know,Somewhat easy,Same level of comfort for each,Maybe,0.0,Maybe,0.0,1.0,0.0,0.0,,,,,,,,,1,1.0,Some did,I was aware of some,Some did,Some did,Sometimes,Same level of comfort for each,Some of my previous supervisors,1.0,At some of my previous employers,1.0,1.0,0.0,0.0,No,,No,0,I don't know,Not applicable to me,Not applicable to me,Maybe,0,No,No,0.0,,,2.0,"Yes, I experienced",Maybe/Not sure,1.0,30.0,Female,United States of America,Virginia,White,United States of America,Virginia,,,,"Wanted to know if their reaction to something was normal, Informed them I was going to therapy sessions to explain the time off. Employer had a policy that the supervisor couldn't prevent me from going or demand details., Described the reaction to traumatic events so they knew what to expect. They were fine with it, They wanted to learn about the therapy offered by our employer, Supervisor actively made the problem worse by claiming I never reported things I had to report., Eliminate bro culture. Become more accepting of all people"
